fir_id,crime_type,location_type,state,time_of_day,weapon_used,entry_method,target_type,suspect_age_group,prior_record,accomplice_count,evidence_recovered,digital_evidence,mo_tags,mo_text,severity_score,recidivism
FIR-00111,kidnapping,residential_area,RJ,evening,chemical,none,individual,46-60,0,0,1,0,local_knowledge|night_operation|repeat_target,Suspect demonstrated knowledge of the local area. crime was executed during nighttime hours. location or victim was targeted previously.,10,1
FIR-00112,fraud,parking_lot,TS,morning,none,impersonation,financial_institution,60+,0,0,1,1,planned_operation|multiple_offenders|opportunistic|repeat_target|prior_surveillance,Evidence of pre-planned operation. multiple offenders participated. crime appears to be opportunistic in nature. location or victim was targeted previously. suspect conducted prior surveillance of the target.,6,1
FIR-00113,vehicle_theft,educational_institution,GJ,early_morning,improvised_tool,lock_picking,vehicle,26-35,0,0,1,0,lone_wolf|accomplice_involved|local_knowledge|escape_vehicle_used|insider_help,Single offender acted alone. at least one accomplice was involved in the act. suspect demonstrated knowledge of the local area. suspect escaped using a vehicle. insider assistance may have been involved.,4,0
FIR-00114,fraud,rural_area,RJ,morning,none,forced_entry,individual,18-25,0,1,1,1,evidence_concealment|use_of_technology|psychological_manipulation,Suspect attempted to conceal evidence. digital tools or devices were used. victim was manipulated psychologically.,7,0
FIR-00115,murder,bank_premises,PB,evening,blunt_object,social_engineering,individual,juvenile,0,0,0,0,prior_surveillance|planned_operation,Suspect conducted prior surveillance of the target. evidence of pre-planned operation.,10,1
FIR-00116,assault,marketplace,MH,afternoon,none,none,public_space,juvenile,0,0,1,0,prior_surveillance|evidence_concealment|use_of_technology|escape_vehicle_used|repeat_target,Suspect conducted prior surveillance of the target. suspect attempted to conceal evidence. digital tools or devices were used. suspect escaped using a vehicle. location or victim was targeted previously.,6,0
FIR-00117,assault,educational_institution,DL,evening,none,none,individual,36-45,1,0,0,0,lone_wolf|physical_restraint|night_operation|escape_vehicle_used|multiple_offenders,Single offender acted alone. victim was physically restrained. crime was executed during nighttime hours. suspect escaped using a vehicle. multiple offenders participated.,5,1
FIR-00118,kidnapping,rural_area,PB,evening,firearm,none,individual,46-60,0,1,1,0,insider_help|night_operation,Insider assistance may have been involved. crime was executed during nighttime hours.,10,0
FIR-00119,burglary,residential_area,AP,midnight,none,unlocked_door,commercial_establishment,18-25,1,1,1,0,use_of_disguise|repeat_target|evidence_concealment|physical_restraint|night_operation,Suspect used a disguise to conceal identity. location or victim was targeted previously. suspect attempted to conceal evidence. victim was physically restrained. crime was executed during nighttime hours.,6,1
FIR-00120,assault,public_transport,GJ,midnight,vehicle,unlocked_door,individual,juvenile,0,1,1,0,psychological_manipulation|prior_surveillance|evidence_concealment|repeat_target|insider_help,Victim was manipulated psychologically. suspect conducted prior surveillance of the target. suspect attempted to conceal evidence. location or victim was targeted previously. insider assistance may have been involved.,6,0
FIR-00121,assault,highway,HR,afternoon,firearm,none,individual,60+,0,2,1,0,psychological_manipulation|opportunistic|accomplice_involved|multiple_offenders|prior_surveillance,Victim was manipulated psychologically. crime appears to be opportunistic in nature. at least one accomplice was involved in the act. multiple offenders participated. suspect conducted prior surveillance of the target.,6,0
FIR-00122,robbery,parking_lot,HR,night,knife,social_engineering,individual,46-60,1,1,0,0,prior_surveillance|repeat_target|planned_operation|multiple_offenders|accomplice_involved,Suspect conducted prior surveillance of the target. location or victim was targeted previously. evidence of pre-planned operation. multiple offenders participated. at least one accomplice was involved in the act.,9,0
FIR-00123,kidnapping,educational_institution,HR,afternoon,firearm,social_engineering,individual,36-45,1,1,0,0,insider_help|escape_vehicle_used|psychological_manipulation|evidence_concealment,Insider assistance may have been involved. suspect escaped using a vehicle. victim was manipulated psychologically. suspect attempted to conceal evidence.,8,0
FIR-00124,assault,parking_lot,KA,night,vehicle,none,individual,18-25,1,1,1,0,evidence_concealment|opportunistic|use_of_disguise,Suspect attempted to conceal evidence. crime appears to be opportunistic in nature. suspect used a disguise to conceal identity.,6,0
FIR-00125,vandalism,industrial_area,HR,afternoon,chemical,none,commercial_establishment,60+,0,1,0,0,planned_operation|insider_help|local_knowledge|repeat_target|escape_vehicle_used,Evidence of pre-planned operation. insider assistance may have been involved. suspect demonstrated knowledge of the local area. location or victim was targeted previously. suspect escaped using a vehicle.,3,1
FIR-00126,cybercrime,marketplace,RJ,evening,firearm,cyber_access,individual,46-60,0,0,0,1,accomplice_involved|local_knowledge|opportunistic|escape_vehicle_used|use_of_technology,At least one accomplice was involved in the act. suspect demonstrated knowledge of the local area. crime appears to be opportunistic in nature. suspect escaped using a vehicle. digital tools or devices were used.,4,0
FIR-00127,fraud,commercial_zone,DL,morning,vehicle,impersonation,digital_asset,juvenile,1,0,1,1,lone_wolf|opportunistic|planned_operation,Single offender acted alone. crime appears to be opportunistic in nature. evidence of pre-planned operation.,8,1
FIR-00128,burglary,marketplace,MP,midnight,none,forced_entry,commercial_establishment,18-25,0,0,0,0,night_operation|insider_help|escape_vehicle_used|multiple_offenders|lone_wolf,Crime was executed during nighttime hours. insider assistance may have been involved. suspect escaped using a vehicle. multiple offenders participated. single offender acted alone.,6,1
FIR-00129,burglary,rural_area,RJ,midnight,none,forced_entry,household,46-60,0,1,1,0,local_knowledge|psychological_manipulation|use_of_disguise,Suspect demonstrated knowledge of the local area. victim was manipulated psychologically. suspect used a disguise to conceal identity.,7,1
FIR-00130,burglary,parking_lot,HR,morning,none,lock_picking,household,juvenile,0,1,1,0,escape_vehicle_used|opportunistic|night_operation,Suspect escaped using a vehicle. crime appears to be opportunistic in nature. crime was executed during nighttime hours.,6,1
FIR-00131,vandalism,educational_institution,AP,midnight,improvised_tool,none,commercial_establishment,46-60,1,1,0,0,psychological_manipulation|accomplice_involved|night_operation,Victim was manipulated psychologically. at least one accomplice was involved in the act. crime was executed during nighttime hours.,2,1
FIR-00132,drug_offense,bank_premises,WB,early_morning,knife,none,individual,18-25,1,0,1,0,psychological_manipulation|multiple_offenders|insider_help,Victim was manipulated psychologically. multiple offenders participated. insider assistance may have been involved.,5,1
FIR-00133,assault,marketplace,UP,night,knife,unlocked_door,individual,36-45,1,1,0,0,insider_help|repeat_target,Insider assistance may have been involved. location or victim was targeted previously.,5,1
FIR-00134,murder,bank_premises,HR,midnight,firearm,none,vehicle,juvenile,0,2,0,0,multiple_offenders|accomplice_involved|escape_vehicle_used,Multiple offenders participated. at least one accomplice was involved in the act. suspect escaped using a vehicle.,9,0
FIR-00135,murder,parking_lot,RJ,night,none,none,individual,60+,1,2,1,0,planned_operation|multiple_offenders|night_operation,Evidence of pre-planned operation. multiple offenders participated. crime was executed during nighttime hours.,10,0
FIR-00136,vandalism,commercial_zone,HR,midnight,improvised_tool,window_break,infrastructure,18-25,0,1,0,0,use_of_technology|multiple_offenders,Digital tools or devices were used. multiple offenders participated.,4,0
FIR-00137,assault,highway,DL,morning,none,impersonation,individual,36-45,0,1,1,0,local_knowledge|use_of_technology,Suspect demonstrated knowledge of the local area. digital tools or devices were used.,7,0
FIR-00138,murder,commercial_zone,RJ,night,improvised_tool,lock_picking,individual,46-60,1,1,1,0,planned_operation|insider_help|repeat_target|opportunistic|multiple_offenders,Evidence of pre-planned operation. insider assistance may have been involved. location or victim was targeted previously. crime appears to be opportunistic in nature. multiple offenders participated.,10,1
FIR-00139,fraud,highway,KL,early_morning,none,impersonation,individual,18-25,0,0,1,1,opportunistic|multiple_offenders|repeat_target|accomplice_involved,Crime appears to be opportunistic in nature. multiple offenders participated. location or victim was targeted previously. at least one accomplice was involved in the act.,7,0
FIR-00140,assault,public_transport,DL,afternoon,blunt_object,none,individual,36-45,1,1,0,0,lone_wolf|prior_surveillance|evidence_concealment,Single offender acted alone. suspect conducted prior surveillance of the target. suspect attempted to conceal evidence.,5,0
FIR-00141,murder,highway,TS,midnight,firearm,none,commercial_establishment,18-25,0,0,1,0,use_of_disguise|use_of_technology|physical_restraint,Suspect used a disguise to conceal identity. digital tools or devices were used. victim was physically restrained.,10,1
FIR-00142,fraud,commercial_zone,HR,midnight,none,impersonation,household,18-25,1,0,0,1,escape_vehicle_used|planned_operation|opportunistic|local_knowledge|use_of_disguise,Suspect escaped using a vehicle. evidence of pre-planned operation. crime appears to be opportunistic in nature. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity.,8,1
FIR-00143,drug_offense,highway,TS,early_morning,chemical,none,individual,26-35,1,0,0,0,evidence_concealment|planned_operation|accomplice_involved,Suspect attempted to conceal evidence. evidence of pre-planned operation. at least one accomplice was involved in the act.,6,1
FIR-00144,fraud,residential_area,DL,morning,none,impersonation,household,46-60,1,1,1,1,accomplice_involved|lone_wolf|prior_surveillance,At least one accomplice was involved in the act. single offender acted alone. suspect conducted prior surveillance of the target.,7,0
FIR-00145,kidnapping,industrial_area,GJ,early_morning,knife,none,individual,46-60,1,0,0,0,physical_restraint|escape_vehicle_used,Victim was physically restrained. suspect escaped using a vehicle.,8,1
FIR-00146,robbery,commercial_zone,KL,early_morning,blunt_object,none,individual,juvenile,1,1,0,0,opportunistic|insider_help,Crime appears to be opportunistic in nature. insider assistance may have been involved.,9,0
